documento,nombre,grupo,profesor
475592,Minerva Eugenio Robledo Briones,6B,Profe Ana
300501,Raquel Antonio Trujillo,6C,Profe Carlos
275960,Ing. Norma Toro,6A,Profe Juan
348362,Santiago Ilse Chacón Madrid,6C,Profe Carlos
209934,Óliver Tirado,6A,Profe Laura
427900,Dr. Frida Montemayor,6B,Profe Juan
630108,Mtro. Elvia Roybal,7B,Profe Ana
466502,Marisol Estela Ulloa,6A,Profe Laura
859453,Sr(a). Carlota Campos,6C,Profe Juan
362172,Karina Minerva Huerta Leiva,6A,Profe Laura
695484,Luis Sessa Acuña,6A,Profe Ana
698491,Juan Carlos Ivonne Alarcón,7C,Profe Juan
512067,Julio Collazo,7B,Profe Laura
817364,Omar Helena Cornejo,6C,Profe Ana
918570,Elias Eloisa Segovia Adame,7A,Profe Laura
805705,Leonardo Canales Dávila,6A,Profe Ana
675216,Lic. Concepción Luna,7B,Profe Juan
496971,Alicia Guerrero Rentería,7C,Profe Laura
355182,Abigail Aldo Matías Lozano,6A,Profe Juan
520672,Lic. Lorena Cardenas,6C,Profe Juan
555446,Manuel Inés Cisneros,6A,Profe Laura
191405,Sergio Zoé Guillen,6B,Profe Ana
419136,Lorenzo Cristina Mesa,6C,Profe Laura
514055,Sr(a). Elena Moreno,7C,Profe Juan
936840,Ing. María del Carmen Terán,6A,Profe Ana
945699,Ramiro José Emilio Carrillo Berríos,7C,Profe Laura
367047,Juan Caridad Alvarado Sepúlveda,7C,Profe Juan
105142,Mtro. Juan Maldonado,7A,Profe Juan
672819,Alicia José Manuél Gamboa de León,7B,Profe Laura
309811,Rubén Felix Rojo,6A,Profe Laura
528564,Vicente Vargas,6C,Profe Ana
854959,Dr. Manuel Barrientos,6A,Profe Carlos
190293,Marisol Lozada Arriaga,6B,Profe Ana
261431,Úrsula Grijalva,6B,Profe Carlos
311525,Concepción Páez Miranda,6A,Profe Juan
606575,Dolores Isabela Rascón,7C,Profe Ana
698596,Minerva Camarillo,6B,Profe Ana
114475,Frida Iglesias,6B,Profe Juan
340887,Timoteo Alejandro Mesa Garrido,6A,Profe Laura
693916,Rubén Monroy,7A,Profe Ana
715575,Felipe Lucía Chacón,7A,Profe Carlos
456220,Sr(a). Amelia Corrales,6A,Profe Carlos
100147,Pablo Beatriz Arteaga,7C,Profe Juan
966238,Rocío Luis Carrera,6C,Profe Carlos
509542,Ing. Antonia Baca,6C,Profe Ana
611379,Ing. Alberto Escamilla,6A,Profe Ana
765229,Victoria Juan Alvarez,6C,Profe Laura
731105,Manuel Quezada,7C,Profe Carlos
259681,Gonzalo Cortez Armas,6C,Profe Ana
633530,Joaquín Olvera,7B,Profe Ana
284759,Aldonza Vaca Córdova,6C,Profe Carlos
873796,Abel Sáenz Naranjo,6B,Profe Carlos
109604,Zacarías Torres Yáñez,7A,Profe Ana
508853,Sr(a). Cristobal Guardado,7A,Profe Laura
933255,Raúl Polanco,6A,Profe Carlos
955718,Perla Vicente Alvarez Nieves,6B,Profe Ana
273442,Bernabé Camilo Tello,6A,Profe Carlos
595875,María del Carmen Raquel Cantú,7C,Profe Laura
168863,Gabino Rodrígez Ramírez,6A,Profe Laura
730092,Ing. Jonás Godínez,6B,Profe Laura
857169,Abigail Nayeli Montalvo,7B,Profe Ana
136421,Samuel Saiz,6B,Profe Juan
236965,Octavio Valdez Alcala,6A,Profe Carlos
911471,Estela Gregorio Enríquez Solorzano,7C,Profe Juan
227596,Sr(a). Ricardo Arroyo,6C,Profe Carlos
598370,Claudio Ortiz Pedroza,6A,Profe Laura
976571,Marcela Montemayor,6A,Profe Carlos
622407,Dr. Luisa Sandoval,7A,Profe Laura
999642,Clara Porfirio Ochoa,6A,Profe Ana
657901,Teodoro Ofelia Sáenz Cisneros,6C,Profe Juan
727219,Salma Nieto Batista,6C,Profe Carlos
529414,Jos Nicolás Balderas,7B,Profe Carlos
931449,Ing. Olga Sanches,6A,Profe Juan
863884,Bernardo Gurule,7C,Profe Carlos
296124,Cynthia Zacarías Ortega,7C,Profe Juan
831832,Mtro. María del Carmen Zepeda,6A,Profe Ana
553977,Marcos Dulce María Serrano Roybal,6C,Profe Juan
276922,René Ilse Bernal Galarza,6A,Profe Juan
720187,Samuel Granado,6B,Profe Juan
727039,Mtro. Eloy Madera,6A,Profe Ana
436649,Magdalena Osorio,6A,Profe Ana
578611,Miriam Puga,6B,Profe Juan
333304,Mariana Polanco,6C,Profe Ana
787765,Homero Jerónimo Mascareñas,6C,Profe Ana
442899,Dulce Jaime Mateo Henríquez,6B,Profe Laura
528386,Angélica Serrato Ayala,6C,Profe Ana
992472,Fabiola Pablo Garibay,7C,Profe Ana
234934,Ing. Verónica Castillo,7C,Profe Ana
665478,Elvia Olivares Vera,6C,Profe Laura
152205,Rocío Aldonza Quiroz Loya,6C,Profe Juan
329247,Mariana Eugenio Arenas,6B,Profe Laura
740651,Anel Olga Garay,7C,Profe Juan
117716,Jaime Luna,6A,Profe Ana
536581,Benjamín Ortiz Solís,6C,Profe Ana
963759,José Emilio Rendón Corrales,6A,Profe Ana
765104,Martín Óscar Quezada Tirado,7C,Profe Juan
618161,Mtro. Amalia Santacruz,7B,Profe Carlos
463946,Esmeralda Prieto,7A,Profe Carlos
341517,Elvira Nelly Monroy Padrón,7B,Profe Carlos
767576,Reynaldo Zamora Hidalgo,6B,Profe Ana
899450,Soledad Villagómez,6A,Profe Laura
330672,Javier Luis Rosas,7C,Profe Juan
980035,Benjamín Marrero,6A,Profe Juan
841218,Yolanda Nelly Cordero,7C,Profe Laura
820492,Mauro Rodríguez Grijalva,6A,Profe Ana
112837,Israel Eloy Estrada Alcaraz,6C,Profe Carlos
129196,Roberto Bruno Franco,7B,Profe Laura
687406,María Cristina Elvira Arredondo Meraz,7B,Profe Ana
977109,Zacarías Peña Ochoa,7A,Profe Juan
324211,Lic. Lucía Pulido,7A,Profe Juan
575663,Aida de la Crúz,7B,Profe Carlos
117306,Elias Alejandro Heredia,6A,Profe Carlos
139153,Bruno José Eduardo Vaca Ballesteros,6B,Profe Juan
482787,Lic. Ángela Partida,7C,Profe Laura
576552,Abigail Zayas,7C,Profe Ana
415348,Elias Leyva,7B,Profe Juan
846380,Itzel Espinal Camacho,7A,Profe Carlos
861385,Francisco Javier Romero,6C,Profe Ana
491649,Ing. Abigail Yáñez,6A,Profe Carlos
186909,Mitzy Cardenas,6B,Profe Carlos
459693,Jonás Enrique Villagómez Villa,6C,Profe Ana
765566,Carolina Luisa Robledo Lerma,7B,Profe Ana
792498,Lic. Salma Griego,7B,Profe Juan
544348,Margarita Elvira Samaniego Manzanares,7A,Profe Juan
411585,Liliana Teresa Anguiano,6B,Profe Ana
815603,Mauro Adán Garza Camacho,7C,Profe Ana
905910,Ing. Antonio Carranza,6C,Profe Juan
939452,Minerva Cristal Camacho,7C,Profe Carlos
420515,Francisco Úrsula Santillán Briones,7B,Profe Juan
202173,Magdalena Delgadillo,7B,Profe Ana
484969,Sr(a). Ángel Cordero,6B,Profe Juan
131769,Reina Teresa Serrano,7C,Profe Laura
479573,Débora Patricio Amador,7A,Profe Carlos
483170,Uriel Vela Muro,7C,Profe Juan
195221,Arturo Velázquez Heredia,7C,Profe Laura
731952,Dr. Salma Llamas,7C,Profe Ana
169519,Amanda Meza Correa,6B,Profe Carlos
274976,Conchita Esteban Balderas,6B,Profe Juan
316954,Conchita Lerma Tirado,6A,Profe Juan
845035,Mtro. Abigail Bahena,7B,Profe Laura
559782,Ing. Blanca Hurtado,6A,Profe Ana
948689,Olivia Sandra Santillán,7B,Profe Ana
863260,Martín Ocasio,7A,Profe Juan
821206,Rufino Cynthia Alemán,7B,Profe Juan
265574,Humberto Ceja Marroquín,6C,Profe Laura
481465,María Eugenia Ángel Olivas,6B,Profe Ana
171141,José Orta,6C,Profe Carlos
828332,Esparta Narváez,7A,Profe Carlos
871384,Esmeralda Irene Ochoa Alba,6C,Profe Ana
368339,Norma Rosario Posada Mercado,6A,Profe Carlos
785934,Lourdes Gutiérrez Quiñones,7A,Profe Ana
275063,Esmeralda Sessa Lugo,7C,Profe Laura
385953,Lic. Ariadna Narváez,7B,Profe Carlos
302501,Alberto Vela,6A,Profe Carlos
183080,Mtro. Arcelia Acevedo,6C,Profe Juan
812783,Sr(a). José Carlos Lovato,6A,Profe Ana
492510,Óscar Rentería,7C,Profe Laura
222876,Gonzalo Dolores Mateo,6A,Profe Ana
549889,Pascual Saucedo,7C,Profe Carlos
873047,Mateo Teodoro Villaseñor Espinosa,6C,Profe Laura
991387,Serafín Estefanía Duarte Soria,7C,Profe Juan
889895,Ing. Rebeca Ceballos,7A,Profe Carlos
777572,Francisco Javier Abraham Ybarra,6A,Profe Carlos
428097,Alfonso Cisneros Vela,7B,Profe Juan
705894,Cristobal Saldivar,6B,Profe Ana
857574,José Emilio Sandra Ruiz,6B,Profe Juan
636028,Agustín Pascual Lira,6A,Profe Ana
371671,Sandra Segura Barajas,7B,Profe Laura
580736,Francisca del Río Morales,7B,Profe Juan
221490,Barbara Humberto Menchaca,7A,Profe Ana
763045,Teodoro Bravo,6A,Profe Carlos
970402,Sr(a). Rodrigo Villaseñor,7B,Profe Ana
337804,Humberto Cazares Barrientos,6A,Profe Carlos
271568,Alberto López,7A,Profe Laura
710485,Dr. Dalia Montoya,7C,Profe Juan
758598,Carolina Gómez Ontiveros,7B,Profe Carlos
409433,Rodrigo Montemayor,7B,Profe Ana
267598,Ana Luisa Esteban Madrid Martínez,7C,Profe Ana
460317,Sr(a). Alta  Gracia Solís,7A,Profe Juan
908820,Amelia Santiago Viera Canales,6C,Profe Laura
285789,Margarita Rolando Iglesias Portillo,6B,Profe Carlos
148897,Javier Modesto Alarcón,7A,Profe Ana
139059,Bruno Olivia Serna,7B,Profe Carlos
797290,Luz Hurtado,6B,Profe Juan
931056,Benjamín Isabel Arguello,6B,Profe Juan
480535,Ing. Laura Casanova,7B,Profe Laura
304355,Wendolin Alicia Beltrán Orosco,6C,Profe Ana
187675,José Carolina Aguilera Rojas,7C,Profe Ana
395872,Micaela Guajardo,7B,Profe Carlos
271230,Dr. Manuel Contreras,7C,Profe Juan
423164,Jaime Limón,7A,Profe Juan
136318,Clara Antonia Tirado,7C,Profe Juan
658684,Octavio Rentería de León,6C,Profe Carlos
430182,José Manuél Arenas,6C,Profe Ana
488291,Isaac Muñiz Sandoval,6A,Profe Ana
389193,Arturo Adela Lozada,6C,Profe Laura
534925,Luz Ramón,7A,Profe Juan
791693,Trinidad Jaqueline Armendáriz Castañeda,7A,Profe Laura
916604,Blanca Blanca Apodaca,7C,Profe Carlos
964268,Lic. Ignacio Segura,6A,Profe Laura
188429,Reynaldo Miriam Villalpando,7C,Profe Juan
302785,Itzel Julio Duarte Saldivar,6C,Profe Ana
424477,Delia Barragán Mora,6B,Profe Laura
788067,Ing. Francisca Pichardo,7A,Profe Laura
578730,Enrique Paz Velázquez,6B,Profe Laura
871371,Sr(a). Josefina Lira,7C,Profe Laura
426010,Nancy Reséndez Villanueva,6B,Profe Laura
388012,Lic. Aurora Gómez,6A,Profe Juan
336892,Ramiro Citlali Marroquín Delgado,6C,Profe Laura
487331,Micaela Hernádez,7C,Profe Juan
367938,Flavio Yeni Nava,6A,Profe Carlos
164554,Lic. Darío Serrato,7C,Profe Ana
430977,María Luisa Raquel Porras Orta,7C,Profe Ana
728202,Noemí Genaro Alejandro Vásquez,6C,Profe Laura
759661,Benito Luna Becerra,6A,Profe Ana
689465,Cristobal Nayeli Barragán Guillen,6B,Profe Juan
605259,Mtro. Úrsula Crespo,7C,Profe Juan
645663,Ana María Diana Bustos Moreno,7A,Profe Laura
962450,Ana Cruz,7A,Profe Carlos
179324,Elvia Juan Carlos Valenzuela Echeverría,6B,Profe Juan
388580,Ernesto Rojo,7C,Profe Carlos
244612,Mtro. Marisol Montaño,6B,Profe Carlos
507446,Sara Israel Ulibarri Marrero,7C,Profe Ana
855261,Alfredo Mauro Amador,6C,Profe Laura
161939,Timoteo Fierro Tello,7C,Profe Laura
754458,Abigail Miguel Ángel Maya Figueroa,6A,Profe Laura
259136,Adalberto Delia Gracia,7C,Profe Carlos
231949,Alta  Gracia Robledo Mireles,7C,Profe Juan
372296,Verónica Gustavo Olvera Linares,7A,Profe Ana
958667,Ing. Abraham Villaseñor,7C,Profe Juan
678786,Esperanza Soliz,7A,Profe Juan
913605,Mtro. Bruno Caballero,6C,Profe Laura
186499,Lic. Catalina Leiva,6C,Profe Juan
783330,Fidel Huerta,7A,Profe Ana
668936,Ernesto Olivo Ayala,6A,Profe Laura
893256,Clara Orosco,6C,Profe Laura
317121,Olivia Estela Solorio Juárez,7A,Profe Juan
926337,Citlali Batista Carranza,7A,Profe Juan
611444,Soledad Rincón,7A,Profe Juan
551435,Marcos Bernardo Batista,6A,Profe Ana
900753,Paola Humberto Díaz Prieto,6B,Profe Laura
738901,Alonso Citlali Magaña Polanco,6B,Profe Laura
451471,Isaac Alcala Melgar,7C,Profe Laura
940110,Flavio Judith Villalobos Flórez,7C,Profe Laura
692084,Mtro. Eduardo Romero,6A,Profe Juan
102969,Zoé Paola Rael,6A,Profe Laura
403197,Leticia Ayala,7A,Profe Laura
895029,Mtro. Samuel Beltrán,7A,Profe Juan
908283,Ing. Cristal Huerta,6C,Profe Ana
565487,Rodrigo María Cristina Valenzuela,7B,Profe Juan
313165,Isaac Dulce María Laboy Gamboa,6B,Profe Laura
239689,Luis Manuel Serna Reynoso,7A,Profe Juan
629401,Elvia Modesto Guardado Feliciano,7B,Profe Carlos
384287,Abel Treviño Ozuna,7B,Profe Carlos
150286,Mercedes Hidalgo Arteaga,7B,Profe Juan
632137,Sr(a). Dulce Garza,6C,Profe Ana
935765,Juana Carlota Aguilar Cisneros,7A,Profe Laura
323565,Andrea Noemí Cepeda,6B,Profe Ana
786905,Emilia Lucas Jaramillo Urrutia,6A,Profe Laura
105816,Perla Miguel Ángel Miranda,7B,Profe Ana
886454,César Ozuna Quintana,6B,Profe Laura
728045,Aldo Cadena,7C,Profe Juan
571512,Ing. Martha Cazares,7C,Profe Juan
315306,Clemente Tello Burgos,6A,Profe Carlos
111135,Julio Armando Perea,7C,Profe Laura
365397,Humberto Barrios Valenzuela,7C,Profe Laura
707150,Margarita Lebrón,6B,Profe Juan
559921,Soledad Avilés Castillo,6A,Profe Carlos
772033,Fidel Gil Báez,7A,Profe Carlos
812906,Víctor Arreola,6A,Profe Juan
104019,Sr(a). Ramiro Saldivar,6A,Profe Carlos
941394,Barbara Amanda Cantú,6C,Profe Ana
922749,Felix Abel Zarate Pabón,6B,Profe Laura
562003,Esther Eva Tovar Garrido,6C,Profe Laura
968838,Cristina Orosco,6A,Profe Juan
986036,José Luis Carolina Vallejo Baeza,6C,Profe Laura
224403,Ruby Sosa Cardona,6C,Profe Ana
517360,Elisa Tijerina Ramos,7A,Profe Juan
109748,Elvira Vera,7C,Profe Ana
865722,Salma Gálvez,7A,Profe Laura
915887,Gregorio René Quintero Burgos,7C,Profe Laura
389749,Teodoro Armendáriz Prieto,7C,Profe Juan
806604,Alfredo Mitzy Collazo Lebrón,6A,Profe Carlos
273346,Aldonza Meza,6A,Profe Laura
571844,Esperanza Gerardo Segovia,7C,Profe Laura
521217,Timoteo Quintero,7C,Profe Juan
467330,Ing. Frida Zelaya,7A,Profe Juan
168396,Estefanía Cortez Collado,6A,Profe Ana
394959,Reynaldo Humberto de Anda Tejeda,6A,Profe Juan
765278,Teresa Araceli Barrientos Ibarra,7C,Profe Carlos
397256,Concepción Miguel Aparicio Merino,6B,Profe Carlos
264944,Francisco Javier Felipe Méndez,7A,Profe Laura
945317,Lic. Abel Soto,7C,Profe Carlos
510460,Benjamín Gonzalo Cadena,6B,Profe Ana
167038,Emilia Barbara Amaya Esquivel,6B,Profe Ana
478057,Hugo Alma Vásquez Zayas,6B,Profe Juan
779606,Mariana Melgar Alemán,6B,Profe Carlos
211367,Fernando Reyes Salcedo,7A,Profe Ana
614130,Emilio María Luisa Contreras,6B,Profe Carlos
379414,Emiliano Arroyo Henríquez,7B,Profe Carlos
527324,Mtro. Ruby Oquendo,6B,Profe Carlos
980794,Virginia Armendáriz Cantú,6C,Profe Juan
740921,Estela Camila Cazares Matos,7C,Profe Carlos
320324,Augusto Yolanda Toledo,6C,Profe Juan
259945,Wilfrido Timoteo Roque Dávila,6B,Profe Carlos
829704,Lilia Diego Urbina,7B,Profe Laura
102492,Luz Pascual Jurado Casárez,7C,Profe Laura
494868,Fabiola Rocío Trujillo,6C,Profe Ana
801208,Mtro. Estela Trejo,6B,Profe Juan
938286,Lic. Julio César Tirado,6C,Profe Laura
670165,María Eugenia Santillán,6A,Profe Juan
211308,Pablo Rincón,7C,Profe Ana
975229,Lic. Oswaldo Zayas,6B,Profe Ana
119624,Abril Prado,7A,Profe Laura
351915,Helena Bernabé Palacios Gurule,7A,Profe Ana
998050,Rocío Liliana Portillo Sánchez,6A,Profe Juan
703303,Jorge Rodríquez Vargas,7B,Profe Carlos
102747,Silvia Bueno,6A,Profe Ana
343739,Bernardo Corral Roybal,7C,Profe Juan
666799,Rebeca Martha Briones,6C,Profe Laura
389702,Helena Ramón Mora Brito,7A,Profe Laura
217841,Carlota Carmen Nevárez Sáenz,6B,Profe Carlos
128805,Sr(a). Mauricio Tejeda,6B,Profe Laura
518152,Ing. Antonia Barrientos,7B,Profe Juan
474226,Lucía Miriam Lira,6A,Profe Ana
225870,Elena Ledesma,7A,Profe Ana
305158,Fernando Mauro Apodaca,7B,Profe Laura
358784,Sr(a). Natividad Cardenas,6B,Profe Ana
261767,Dr. Dulce María Aguirre,6A,Profe Carlos
195786,Norma Margarita Huerta Centeno,6B,Profe Ana
502763,José Gabriel Saiz,7A,Profe Juan
209883,Juan Israel Navarrete,7C,Profe Ana
304496,Esther Daniel Vela Mascareñas,7B,Profe Laura
556700,Rosario Valdés Berríos,7A,Profe Laura
777541,Ing. Miguel Ángel Fonseca,6A,Profe Laura
566535,Lic. Guillermo Bahena,7B,Profe Ana
711072,Mtro. Raquel Preciado,7C,Profe Laura
917850,Guadalupe Gabriela Saucedo,7A,Profe Carlos
202980,Estela Arroyo Tello,7A,Profe Laura
515450,Julio Modesto Barraza,7C,Profe Laura
678478,Alicia Urbina Carbajal,6A,Profe Laura
144193,Iván Amelia Ordóñez Saavedra,7B,Profe Juan
460194,Adela Sofía Urías,6C,Profe Ana
430709,Mariana Oquendo Guerra,6C,Profe Juan
422976,Cristal Feliciano Morales,7A,Profe Juan
363177,Frida Flórez,6C,Profe Ana
678724,Claudia Pedroza Escobedo,6C,Profe Laura
480477,Luis Manuel Varela Villa,7B,Profe Carlos
412478,Esperanza David Valle,6C,Profe Ana
627859,José Gallardo López,6A,Profe Carlos
675248,Miguel Abril Zayas Portillo,7B,Profe Juan
438406,Germán Isabel Briseño Archuleta,7B,Profe Carlos
483484,Pedro Cintrón Alarcón,7A,Profe Ana
620077,Ramiro Henríquez Santillán,7C,Profe Laura
301265,Miguel Jasso Archuleta,6C,Profe Juan
351791,Raquel Rodarte,6A,Profe Ana
463927,Federico Caldera,6A,Profe Ana
752483,Paulina Luevano Arriaga,7A,Profe Laura
971210,Jesús Riojas Esquivel,6C,Profe Juan
363359,Micaela Corona,7C,Profe Carlos
403945,Lilia Pichardo,6B,Profe Laura
847140,Ing. Mónica Nieves,7A,Profe Ana
759625,José Escamilla Moreno,6C,Profe Juan
706094,Mtro. Gustavo Jasso,6B,Profe Ana
123711,Mtro. Amanda Valencia,6A,Profe Ana
741349,Felipe Monroy,6C,Profe Ana
272798,Aldonza Véliz Tafoya,6C,Profe Laura
364531,Camila Rufino Tapia,6C,Profe Carlos
356981,Natalia Andrea Cuellar Concepción,6A,Profe Juan
757691,Humberto Tejada Osorio,6B,Profe Ana
983999,Karina Garza,7C,Profe Ana
695104,Agustín Porras López,6B,Profe Juan
883390,María Eugenia Fierro Garibay,7C,Profe Ana
958809,Ing. Claudio Rolón,6C,Profe Carlos
726242,Dr. Sandra Segura,6C,Profe Carlos
680149,Antonio Teodoro Castellanos Sosa,6A,Profe Juan
113651,Trinidad de la Fuente,7A,Profe Juan
680042,Marisol Salinas Arenas,7C,Profe Ana
308098,Lic. Isabel Zaragoza,6A,Profe Ana
459237,Esteban Débora Arreola,7B,Profe Carlos
811547,Luis Miguel Zelaya Rojas,7B,Profe Carlos
746495,Isaac Berta Batista González,6C,Profe Ana
220715,Mitzy Anel Lovato,7A,Profe Juan
862723,Lic. Carla Pacheco,6A,Profe Ana
943487,Camila María Cristina Sanabria,6C,Profe Carlos
408019,Miguel Ángel Vicente Abreu Cabrera,6C,Profe Juan
477644,Benjamín José Manuél Gonzales Sandoval,6B,Profe Ana
540531,Josefina Camila Rolón,7C,Profe Ana
955885,Elias Montemayor Lucero,7B,Profe Juan
121416,Jacinto Malave,7B,Profe Ana
888119,Hermelinda Botello Iglesias,7C,Profe Carlos
593271,Paola Barbara Caraballo,7C,Profe Juan
635424,Conchita Macías,7B,Profe Ana
832545,Lucas Hernández Cavazos,6A,Profe Laura
346130,Bruno Raquel Castellanos Gurule,6A,Profe Carlos
310907,Adalberto Godínez,6C,Profe Carlos
445485,Carlota Macías Casares,6C,Profe Laura
238625,Homero Lozano Quintana,6A,Profe Juan
223693,Nicolás Minerva de Jesús,6C,Profe Carlos
544079,René Alberto Soto Mayorga,7B,Profe Laura
388306,Sergio Elena Campos,7C,Profe Laura
635119,Delia Merino Malave,7A,Profe Ana
939963,Benjamín Susana Juárez Mojica,7B,Profe Laura
634339,Ruby Adalberto Vallejo,7B,Profe Juan
986762,Oswaldo Juana Segovia Escobedo,6B,Profe Laura
493325,Carolina Estela Caraballo,7B,Profe Juan
790869,Amalia Arevalo Herrera,7C,Profe Juan
382904,Gerónimo Ozuna,7B,Profe Carlos
744199,Jaime Muñiz Rosas,6C,Profe Laura
104970,Gerónimo Julia Elizondo Girón,6A,Profe Juan
506776,Ramiro Carrillo,7B,Profe Laura
267206,Alfonso Mariano Carmona,6A,Profe Juan
755896,Mtro. Ramón Gamez,7B,Profe Carlos
371295,Dr. Paulina Flórez,6C,Profe Laura
838187,Nelly Noelia Salgado,6C,Profe Juan
914166,Humberto Gabriela Alfaro,7A,Profe Ana
202773,Sr(a). Eloisa Olvera,7A,Profe Ana
248202,Ilse Cintrón,7B,Profe Laura
641927,Martha Girón Mayorga,6B,Profe Laura
547828,Delia Ocampo Leal,7A,Profe Ana
765327,Eugenio Laboy,7C,Profe Carlos
613317,María José Soliz de la Fuente,7B,Profe Juan
434503,Arcelia Ornelas,7A,Profe Juan
933733,Germán Maximiliano Esparza Olivera,7A,Profe Juan
481856,Pablo Solorio Ayala,6C,Profe Juan
612798,Ing. Gonzalo Gastélum,6B,Profe Carlos
597468,Frida Omar Echeverría Orta,7C,Profe Ana
467917,Ignacio Anguiano,6B,Profe Laura
531461,Miguel Ángel Mendoza Villegas,7A,Profe Laura
971635,Ing. Rafaél Amaya,7B,Profe Juan
926783,Lic. Camilo Calvillo,7B,Profe Juan
510822,Julio César José Manuél Fuentes Chacón,6A,Profe Juan
488995,Itzel José Emilio Toledo,7C,Profe Juan
319925,Carlos Tijerina Almaraz,6A,Profe Laura
324830,María Teresa Fernández,6B,Profe Ana
407854,Samuel Becerra,7B,Profe Carlos
135132,Barbara Nadia Navarrete de León,7A,Profe Carlos
192344,Israel Modesto Acevedo Rolón,6C,Profe Carlos
692573,Mtro. Florencia Toro,6B,Profe Ana
460113,Asunción Francisca Griego,7A,Profe Ana
923770,Socorro Gallegos,6A,Profe Laura
609869,Mónica Arredondo Valverde,7A,Profe Laura
234747,Raúl Benito Solano Maldonado,6A,Profe Ana
431649,Mtro. Concepción Mesa,6A,Profe Juan
352838,Antonio Micaela Flores,7C,Profe Ana
928528,Lic. Germán Durán,6A,Profe Juan
395942,Mtro. Dolores Fajardo,7C,Profe Laura
279540,Adalberto Estela Fonseca,7B,Profe Laura
592229,Isabel Montenegro Almaraz,6B,Profe Carlos
534264,Lic. Natividad Flórez,6C,Profe Juan
792779,Liliana Valentín Manzanares,7A,Profe Ana
891287,Bruno Valenzuela,6B,Profe Ana
640873,Andrea Paulina Escobar Ornelas,7C,Profe Ana
733557,Asunción Gaitán,6A,Profe Laura
704319,Cynthia Irene de la Garza,7B,Profe Juan
302436,Socorro Rafaél Noriega Alemán,6B,Profe Juan
929474,Barbara Salcedo,6A,Profe Laura
582786,Ing. Sara Gurule,7C,Profe Carlos
202504,Dr. Cornelio Hernandes,7B,Profe Juan
880250,Adalberto Horacio Vega,7B,Profe Carlos
817869,Ana María Teresa Quesada Madera,6A,Profe Ana
572128,Leonardo Pilar Solís Holguín,7B,Profe Carlos
845880,Mauro Karina Cardenas Tapia,7C,Profe Ana
796497,Martha Pulido Quesada,7C,Profe Ana
325882,Alvaro Negrón Posada,6A,Profe Carlos
797627,María Cristina Leyva,6C,Profe Ana
639910,Mateo Jos Villalpando Rubio,7A,Profe Ana
381732,Mateo Aranda Leyva,6A,Profe Carlos
705581,Diana Fabiola Beltrán,7A,Profe Ana
980664,Rufino Villanueva Alvarado,7A,Profe Laura
519875,José María Casas,6B,Profe Juan
633841,Maximiliano Corral Mata,7A,Profe Ana
751509,Eva Yáñez Cedillo,7B,Profe Juan
395720,Dr. Paulina Carreón,6C,Profe Juan
232941,Ricardo Valencia,7C,Profe Laura
356782,Sr(a). Juan Samaniego,7B,Profe Laura
799340,Berta Víctor Aguilera Nava,6B,Profe Juan
298525,Salvador Clara Duarte Anguiano,6C,Profe Laura
637215,Mtro. Sessa Arellano,6B,Profe Ana
291789,María Noemí Benavides Muñoz,6B,Profe Juan
606703,Eloy Razo,7B,Profe Laura
605402,Carlos Pilar Díaz Arriaga,7C,Profe Juan
376453,Oswaldo de la O Bermúdez,6C,Profe Laura
716882,Cecilia Medrano Cervántez,7A,Profe Juan
867362,Inés Esperanza Olvera,6A,Profe Carlos
188421,Lourdes Robles Gamez,6C,Profe Ana
650027,Linda Casanova,6C,Profe Juan
